chrom,tss,tes,gene_id,exon_num,strand,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,col154,col155,col156,col157,col158,col159,col160,col161
chr21,43773949,43776308,CSTB,3,-,0.0,0.0,0.473295,0.946591,0.946591,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.473295,0.473295,0.946591,0.473295,0.0,0.0,0.0,6.15284,16.092044,21.771589,19.878408,19.405112,14.672158,27.451134,100.832502,144.046432,139.930819,127.583982,104.948114,100.832502,90.543471,84.370053,84.370053,84.370053,76.138828,84.370053,100.832502,104.948114,107.005921,107.005921,100.832502,69.96541,72.023216,86.427859,86.427859,76.138828,65.849797,61.734185,45.271736,39.098317,30.867092,28.809286,30.867092,26.75148,24.693674,26.75148,14.404643,4.115612,8.231225,6.173418,10.289031,12.346837,12.346837,16.462449,16.462449,8.231225,6.173418,10.289031,10.289031,6.173418,2.057806,2.057806,2.057806,0.0,0.0,0.0,2.057806,2.057806,2.057806,2.057806,2.057806,2.057806,4.115612,4.115612,2.057806,0.0,2.057806,2.057806,4.115612,2.057806,2.057806,0.0,0.0,0.0,0.0,2.057806,2.057806,0.0,4.115612,4.115612,2.057806,4.115612,2.057806,2.057806,0.0,2.057806,2.057806,2.057806,0.0,0.0,0.0,0.0,2.057806,2.057806,2.057806,0.0,0.0,0.0,0.0,0.0,0.0,2.057806,2.057806,0.0,0.0,0.0,0.946591,0.946591,0.0,0.0,0.0,0.473295,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.473295,0.473295,0.473295,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.946591,0.473295
chr21,26835754,26845409,ADAMTS1,9,-,0.0,0.946591,1.419886,0.473295,0.0,0.0,0.0,0.946591,0.473295,0.0,0.473295,0.0,2.366477,4.732954,5.679545,9.939204,25.084657,22.71818,29.344316,48.276133,45.909656,39.28352,29.344316,28.397725,29.817611,29.344316,45.43636,33.603975,16.092044,11.35909,26.676651,49.301606,60.147959,57.189863,83.81273,97.61718,93.180035,94.166068,82.333682,75.924473,83.319714,84.305746,90.714955,85.784795,71.487329,67.5432,78.88257,83.81273,62.120024,60.147959,53.738751,64.092088,64.092088,55.217799,24.650803,15.776514,23.664771,18.73461,17.255562,23.171755,18.73461,20.706675,19.227626,13.80445,6.409209,14.790482,10.353337,10.353337,4.437145,2.46508,2.46508,2.46508,1.972064,2.46508,5.423177,4.930161,0.986032,1.479048,3.944128,1.972064,4.437145,4.437145,6.902225,1.972064,1.479048,1.479048,1.479048,2.46508,0.493016,0.493016,1.972064,2.46508,0.986032,0.493016,0.493016,0.493016,0.986032,0.493016,0.493016,0.0,0.493016,1.479048,0.986032,0.986032,1.479048,0.493016,0.0,1.972064,0.493016,0.493016,0.986032,1.479048,1.479048,0.0,0.0,0.493016,0.493016,0.986032,0.986032,0.493016,0.986032,0.986032,0.0,1.479048,0.493016,0.493016,0.986032,0.0,0.0,0.986032,0.493016,0.473295,0.0,0.0,0.0,1.419886,0.473295,1.893182,0.946591,0.473295,0.0,0.946591,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295
chr21,33589340,33641741,CRYZL1,13,-,0.946591,2.839773,2.839773,2.839773,1.893182,4.259659,7.572727,14.198863,18.931817,26.031248,22.71818,30.290907,52.535791,62.0017,64.841472,54.902269,22.244885,21.298294,44.016474,42.596588,66.734654,67.207949,38.336929,7.572727,8.519318,38.810224,58.688632,30.764202,6.15284,12.305681,662.613586,46.968248,10.567856,0.903236,0.180647,0.451618,0.722588,0.180647,0.180647,0.090324,0.180647,0.270971,0.090324,0.090324,0.180647,0.180647,0.090324,0.090324,0.0,0.180647,0.0,0.270971,0.180647,0.0,0.0,0.0,0.090324,0.090324,0.090324,0.0,0.090324,0.180647,0.090324,0.090324,0.0,0.270971,0.0,0.270971,0.0,0.0,0.090324,0.180647,0.451618,0.090324,0.0,0.090324,0.090324,0.180647,0.090324,0.270971,0.0,0.180647,0.0,0.090324,0.180647,0.180647,0.090324,0.0,0.180647,0.090324,0.180647,0.090324,0.0,0.0,0.090324,0.0,0.180647,0.0,0.0,0.0,0.090324,0.090324,0.0,0.090324,0.090324,0.180647,0.0,0.270971,0.0,0.0,0.0,0.180647,0.090324,0.180647,0.180647,0.361294,0.180647,0.180647,0.0,0.361294,0.180647,0.180647,0.0,0.090324,0.180647,0.451618,0.270971,0.090324,0.180647,0.270971,1.174206,8.519318,22.244885,28.871021,52.535791,58.688632,19.878408,17.038635,43.069883,45.43636,34.07727,60.581814,78.567039,61.528404,57.742041,51.589201,29.817611,23.664771,10.885795,5.679545,10.412499,11.35909,5.679545,5.20625,3.786363,2.366477,0.0,0.473295,0.0,0.473295,0.946591
chr21,36070023,36073164,CBR1,3,+,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.473295,0.946591,0.473295,0.473295,0.473295,0.0,0.0,0.473295,1.419886,1.893182,0.473295,0.946591,0.946591,1.893182,2.839773,6.15284,9.939204,37.863633,111.453437,135.881588,149.622423,161.836498,166.416776,160.309738,151.149182,120.613994,116.033715,102.292881,93.132324,102.292881,87.025287,67.177414,58.016858,45.802782,41.222504,32.061948,24.428151,16.794354,9.160556,10.687316,12.214075,9.160556,10.687316,13.740835,7.633797,0.0,1.526759,1.526759,3.053519,1.526759,0.0,3.053519,4.580278,3.053519,1.526759,6.107038,4.580278,1.526759,4.580278,3.053519,3.053519,3.053519,3.053519,0.0,1.526759,1.526759,0.0,0.0,1.526759,1.526759,1.526759,1.526759,1.526759,0.0,0.0,1.526759,1.526759,1.526759,1.526759,3.053519,4.580278,3.053519,0.0,0.0,0.0,1.526759,1.526759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526759,1.526759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.473295,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.0,0.0,0.0,0.473295,0.0,0.473295,0.0,0.473295,0.473295,0.0,0.0,0.0,0.0
chr21,39342314,39349088,HMGN1,6,-,0.473295,0.0,0.0,0.0,0.946591,0.946591,0.0,0.0,0.0,1.419886,0.946591,0.0,0.0,1.419886,0.946591,1.893182,3.786363,1.893182,3.313068,15.145453,36.917043,37.390338,50.169314,44.016474,32.657384,26.977839,6.626136,2.366477,0.473295,7.572727,31.082087,31.082087,31.082087,28.962854,29.669265,25.430799,36.026965,64.989819,95.365495,110.906538,109.493716,93.246262,81.943684,46.623131,42.384664,49.448775,51.568008,55.100064,50.861597,55.100064,62.164174,50.155186,29.669265,27.550032,21.898743,9.889755,7.064111,11.302577,16.247455,11.302577,15.541044,12.008988,14.128221,18.366688,12.008988,14.128221,9.183344,5.651289,3.532055,3.532055,6.3577,7.064111,8.476933,9.183344,4.238466,1.412822,0.706411,2.825644,3.532055,6.3577,5.651289,3.532055,2.825644,0.706411,2.825644,2.825644,1.412822,0.706411,2.825644,2.825644,0.0,0.0,0.706411,0.706411,0.0,0.0,0.0,0.706411,2.119233,0.706411,0.706411,0.706411,0.0,0.706411,1.412822,0.706411,0.706411,0.0,0.0,0.0,0.706411,1.412822,0.0,0.706411,0.0,0.706411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.412822,0.706411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.946591,0.0,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.0,0.473295
chr21,33070140,33072413,OLIG1,1,+,0.473295,0.473295,0.946591,0.473295,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.0,0.473295,0.946591,0.473295,0.473295,0.473295,0.473295,0.946591,0.473295,1.419886,0.473295,0.946591,0.0,0.473295,0.473295,2.839773,3.786363,2.366477,6.15284,25.816114,32.270142,32.270142,30.118799,30.118799,32.270142,36.572828,49.480885,49.480885,36.572828,17.210742,10.756714,19.362085,25.816114,23.664771,17.210742,15.0594,30.118799,49.480885,58.086256,75.296998,73.145656,75.296998,64.540284,58.086256,32.270142,17.210742,10.756714,8.605371,10.756714,6.454028,6.454028,6.454028,10.756714,19.362085,17.210742,21.513428,15.0594,15.0594,19.362085,27.967457,30.118799,21.513428,21.513428,30.118799,21.513428,19.362085,15.0594,17.210742,10.756714,6.454028,6.454028,4.302686,10.756714,10.756714,12.908057,8.605371,8.605371,10.756714,8.605371,6.454028,4.302686,0.0,0.0,0.0,2.151343,8.605371,8.605371,2.151343,2.151343,0.0,0.0,0.0,0.0,2.151343,2.151343,4.302686,4.302686,4.302686,2.151343,2.151343,4.302686,2.151343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.151343,2.151343,2.151343,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295,0.0,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.946591,0.946591,0.0,0.0,0.473295,0.0,0.0,0.0,0.946591,1.893182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr21,25724499,25735653,ATP5PF,4,-,0.473295,0.0,0.0,0.473295,1.419886,0.473295,0.0,0.946591,0.946591,0.473295,0.473295,0.946591,0.473295,3.313068,3.313068,3.313068,1.419886,1.893182,7.572727,11.35909,16.092044,24.611362,29.344316,40.230111,47.802837,59.161927,67.681245,76.673858,31.237498,19.405112,65.735475,86.984023,82.7201,92.527122,75.897824,32.405812,12.365376,44.771188,88.689592,80.161747,72.060293,63.95884,49.887895,39.228089,25.157144,15.776514,14.923729,10.233414,3.83753,3.83753,4.263923,0.852785,1.705569,0.426392,0.0,0.0,0.426392,0.852785,1.705569,0.0,0.0,0.852785,0.852785,0.426392,0.426392,0.0,0.426392,0.426392,0.426392,0.426392,0.0,0.0,0.426392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426392,0.0,0.0,0.0,0.0,0.852785,0.0,0.0,0.852785,0.852785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426392,0.426392,0.426392,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.473295,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295,0.0,0.473295,0.946591,0.0,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr21,39184175,39313632,BRWD1,42,-,0.0,0.0,0.473295,1.893182,0.473295,1.893182,1.419886,0.0,0.0,0.473295,0.473295,0.473295,0.946591,1.419886,0.0,0.0,2.839773,4.259659,8.046022,12.778976,23.664771,36.917043,43.069883,50.169314,55.848859,60.108518,39.28352,30.290907,52.062496,25.084657,7.473086,22.860096,2.523755,0.109728,0.182881,0.256033,0.036576,0.036576,0.182881,0.109728,0.109728,0.219457,0.146305,0.146305,0.146305,0.036576,0.146305,0.219457,0.073152,0.073152,0.073152,0.146305,0.402338,0.036576,0.146305,0.219457,0.146305,0.109728,0.182881,0.256033,0.109728,0.036576,0.036576,0.146305,0.182881,0.036576,0.036576,0.182881,0.109728,0.073152,0.182881,0.182881,0.219457,0.073152,0.219457,0.182881,0.036576,0.036576,0.109728,0.219457,0.256033,0.036576,0.219457,0.109728,0.182881,0.219457,0.256033,0.219457,0.146305,0.0,0.109728,0.146305,0.146305,0.182881,0.182881,0.219457,0.073152,0.182881,0.219457,0.146305,0.146305,0.256033,0.146305,0.219457,0.036576,0.036576,0.036576,0.182881,0.073152,0.073152,0.219457,0.182881,0.146305,0.182881,0.146305,0.073152,0.219457,0.146305,0.109728,0.109728,0.365762,0.146305,0.182881,0.073152,0.073152,0.036576,0.109728,0.036576,0.182881,0.219457,4.901204,55.375564,59.161927,38.810224,40.703406,40.230111,32.657384,19.405112,44.963065,86.139766,85.666471,77.620449,82.353403,67.207949,44.016474,36.443747,21.771589,17.038635,19.405112,19.405112,13.252272,8.046022,2.839773,0.946591,1.419886,1.893182,1.419886,0.946591,0.0,2.366477,2.366477
chr21,32599353,32612377,CFAP298,7,-,0.0,0.0,0.473295,0.0,0.0,0.0,0.473295,0.473295,0.0,0.946591,0.946591,0.0,0.0,0.0,0.473295,0.946591,0.946591,0.946591,6.15284,16.56534,20.824998,31.710793,56.79545,84.71988,68.15454,66.261359,81.406812,74.780676,73.36079,74.780676,157.765139,88.105762,85.921322,73.542827,75.727267,71.72246,61.528404,47.329542,7.281468,4.732954,4.004807,4.004807,2.18444,1.09222,0.728147,0.728147,1.09222,0.728147,0.728147,0.364073,0.364073,0.728147,0.364073,1.09222,1.09222,0.364073,0.728147,0.364073,0.0,0.0,0.364073,0.364073,0.0,0.0,0.0,0.364073,1.09222,0.364073,0.0,0.0,0.0,0.0,0.364073,0.364073,0.364073,0.728147,0.364073,0.364073,0.728147,0.728147,0.0,0.364073,0.364073,1.09222,0.728147,0.364073,1.09222,0.0,0.364073,0.0,0.0,0.364073,0.0,0.0,0.364073,0.0,0.364073,0.364073,0.0,0.0,0.364073,0.0,0.0,0.0,0.0,0.0,0.0,0.364073,0.728147,1.09222,0.0,0.364073,0.0,0.364073,0.0,0.0,0.0,0.364073,0.0,0.0,0.0,0.0,0.728147,0.0,0.0,0.0,0.364073,0.0,0.364073,0.0,0.364073,0.473295,0.0,0.0,0.473295,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.473295,0.473295,0.0,0.0,0.0,0.0,0.0
chr21,37065373,37073071,PIGP,5,-,0.473295,0.0,0.0,1.419886,2.366477,2.366477,1.893182,1.419886,1.893182,0.473295,1.893182,3.313068,6.15284,8.992613,9.939204,16.56534,33.130679,38.810224,61.055109,77.620449,88.979539,88.979539,84.246584,79.51363,85.193175,62.474995,51.589201,14.198863,0.473295,8.046022,28.024071,41.101971,64.143984,67.880527,57.293656,42.347485,39.856456,41.101971,28.646828,16.191685,21.7965,13.700657,11.832385,10.586871,4.982057,4.982057,3.113786,3.113786,1.868271,1.868271,1.245514,0.622757,0.622757,0.622757,0.622757,0.622757,1.868271,0.622757,0.0,0.622757,0.622757,0.622757,0.622757,0.0,0.622757,0.0,0.0,0.0,0.0,0.622757,0.0,0.622757,0.622757,0.622757,0.622757,0.0,0.0,0.0,0.0,0.0,0.0,0.622757,0.622757,0.0,1.245514,0.622757,0.622757,0.622757,0.0,0.0,0.0,0.622757,0.0,0.0,0.622757,0.622757,0.0,0.0,0.0,0.622757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.245514,0.622757,0.0,0.0,0.0,0.622757,0.622757,0.0,0.622757,1.245514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.473295,0.0,0.0,0.0,0.473295,0.473295,0.0,0.473295,0.473295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.419886,0.473295,0.473295
